schemaVersion,recordType,source_name,source_url,startupName,productName,pricingModel,description,collectedAt
1.0,PRODUCT,GitHub AI Directory,https://studio.acedata.cloud,Acedatacloud,Nexior,FREE,"Consumer AI app for chat, image generation, video generation, and music creation powered by Ace Data Cloud APIs.",2026-08-12T01:56:58.599046Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/llama-index/,Llama Index,llama-index,FREE,Interface between LLMs and your data,2026-08-12T01:56:58.035319Z
1.0,PRODUCT,GitHub AI Directory,https://aiscript.dev,Aiscriptdev,Aiscript,FREE,"AIScript is a unique combination of interpreter programming language and web framework, both written in Rust, designed to help developers build AI applications effortlessly. ",2026-08-12T01:56:58.418203Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/huggingface/transformers,The Hugging Face Team (Past And Future) With The Help Of All Our Contributors (Https://Github.Com/Huggingface/Transformers/Graphs/Contributors),transformers,FREE,"Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training.",2026-08-12T01:56:58.780996Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/Don-Uwe/ai-healthcare-agent-app,Don Uwe,Ai Healthcare Agent App,FREE,ai agent healthcare app with centralized testing and build workflows for reliable health-content delivery,2026-08-12T01:56:58.964993Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/huggingface/diffusers,The Hugging Face Team (Past And Future) With The Help Of All Our Contributors (Https://Github.Com/Huggingface/Diffusers/Graphs/Contributors),diffusers,FREE,State-of-the-art diffusion in PyTorch and JAX.,2026-08-12T01:56:58.882336Z
1.0,PRODUCT,GitHub AI Directory,https://partial.stream/,St3W4R,Openai Partial Stream,FREE,Turn a stream of token into a parsable JSON object as soon as possible. Enable Streaming UI for AI app based on LLM.,2026-08-12T01:56:58.358391Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/vllm/,Vllm Team,vllm,FREE,A high-throughput and memory-efficient inference and serving engine for LLMs,2026-08-12T01:56:58.036317Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/ollama/,Ollama,ollama,FREE,The official Python client for Ollama.,2026-08-12T01:56:58.036317Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/autogen/,Autogen,autogen,FREE,A programming framework for agentic AI,2026-08-12T01:56:58.038439Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/amosgyamfi/open-swiftui-apps,Amosgyamfi,Open Swiftui Apps,FREE,"Complete, free, and fully working iOS/SwiftUI app you can tweak and publish to the iOS App Store",2026-08-12T01:56:58.713948Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/crewai/,Crewai,crewai,FREE,"Cutting-edge framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks.",2026-08-12T01:56:58.041444Z
1.0,PRODUCT,GitHub AI Directory,https://localcloud.sh,Localcloud Sh,Localcloud,FREE,"Stop paying for AI APIs during development. LocalCloud runs everything locally - GPT-level models, databases, all free.",2026-08-12T01:56:58.782974Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/open-interpreter/,Killian Lucas,open-interpreter,FREE,Let language models run code,2026-08-12T01:56:58.036317Z
1.0,PRODUCT,GitHub AI Directory,https://www.shimoku.com/,Shimoku Tech,Shimoku Api Python,FREE,Create Data & AI apps in 20 lines of code with Shimoku,2026-08-12T01:56:58.203541Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/litellm/,Berriai,litellm,FREE,Library to easily interface with LLM API providers,2026-08-12T01:56:58.305377Z
1.0,PRODUCT,GitHub AI Directory,https://edugemma.netlify.app/,Mirzayasirabdullahbaig07,Edugemma Ai Tutor,FREE,"Your adaptive AI tutor, powered by Gemma 4. Ask me anything — I'll explain it at exactly your level, grounded in curriculum knowledge.",2026-08-12T01:56:59.064750Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/outlines/,Outlines Developers,outlines,FREE,Probabilistic Generative Model Programming,2026-08-12T01:56:58.052445Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/SakethSripada/Flask-SocialMedia-Automation,Sakethsripada,Flask Socialmedia Automation,FREE,"Social Media automation application built on Flask. Uses instagrapi to automate posting at scheduled times, and allows user to make AI generated posts. Twitter API is used in order to allow the user to tweet from the site. Utilizes SQLAlchemy for the login, registration process and database, and includes email verification and forgot password.",2026-08-12T01:56:58.880346Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/dspy-ai/,Dspy Ai,dspy-ai,FREE,DSPy,2026-08-12T01:56:58.115462Z
1.0,PRODUCT,GitHub AI Directory,https://toonflow.net,Hbai Ltd,Toonflow App,FREE,"Toonflow 是开源一站式 AI 短剧创作工具，将小说、剧本快速转化为动画短剧。集成 AI 编剧、智能分镜、角色与视频生成，跨平台桌面端轻量部署，助力创作者低成本批量产出视觉内容。Toonflow is an open-source AI tool that turns stories and scripts into animated short dramas. Features AI scriptwriting, storyboarding, character and video generation. A cross-platform desktop app for efficient content creation.",2026-08-12T01:56:59.284285Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/instructor/,"Jason Liu, Ivan Leo",instructor,FREE,structured outputs for llm,2026-08-12T01:56:58.128463Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/apurvsinghgautam/robin,Apurvsinghgautam,Robin,FREE,AI-Powered Dark Web OSINT Tool,2026-08-12T01:56:58.880346Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/vietanhdev/pautobot,Viet-Anh Nguyen,localai,FREE,Private AutoGPT Robot - Your private task assistant with GPT!,2026-08-12T01:56:59.206538Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/FlowiseAI/FlowisePy,Henry Heng,flowise,FREE,Flowise SDK for Python to interact with the Flowise API.,2026-08-12T01:56:58.892792Z
1.0,PRODUCT,GitHub AI Directory,https://skillspec.sh,Modiqo,Skillspec,FREE,"SkillSpec makes agent skills followable, testable, and provable with Doctor risk reports, guided imports, structured contracts, and alignment proof.",2026-08-12T01:56:58.527380Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/langflow/,Langflow,langflow,FREE,A Python package with a built-in web application,2026-08-12T01:56:58.168526Z
1.0,PRODUCT,GitHub AI Directory,https://joinly.ai,Joinly Ai,Joinly,FREE,Make your meetings accessible to AI Agents,2026-08-12T01:56:59.095337Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/heider-x/vela,Heider X,Vela,FREE,"AI-powered IDE for novel writing — local LLM + RAG, privacy-first, BYOK. For web fiction authors and creative writers.",2026-08-12T01:56:59.250277Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/LowinLi/fastgpt,Lowinli,fastgpt,FREE,boost inference speed of GPT models in transformers by onnxruntime,2026-08-12T01:56:59.085754Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/boshyxd/robloxstudio-mcp,Boshyxd,Robloxstudio Mcp,FREE,Create agentic AI workflows in ROBLOX Studio,2026-08-12T01:56:59.025742Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/geekan/MetaGPT,Alexander Wu,metagpt,FREE,The Multi-Agent Framework,2026-08-12T01:56:59.413899Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/laihenyi/NBLM2PPTX,Laihenyi,Nblm2Pptx,FREE,Convert NotebookLM PDFs to PPTX with separated background images and editable text layers using Gemini AI,2026-08-12T01:56:59.093331Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/chatdev/,Chatdev Team,chatdev,FREE,Workflow orchestration runtime for ChatDev,2026-08-12T01:56:58.587533Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/tegridydev/auto-md,Tegridydev,Auto Md,FREE,Convert Files /  Folders / GitHub Repos Into AI / LLM-ready Files,2026-08-12T01:56:59.121334Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/Dennis-bv/financial-ai-tools,Dennis Bv,Financial Ai Tools,FREE,finance ai tools used in financial scenarios development,2026-08-12T01:56:59.101329Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/groq/,Groq,groq,FREE,The official Python library for the groq API,2026-08-12T01:56:58.684419Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/together/,Together AI,together,FREE,The official Python library for the together API,2026-08-12T01:56:58.371413Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/replicate/,Replicate,replicate,FREE,Python client for Replicate,2026-08-12T01:56:58.655415Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/KORAYTEACHER/fintech-forge,Korayteacher,Fintech Forge,FREE,"fintech forge of AI-powered financial tools and insights to secure authentication and dashboards to empowers developers, analysts, and students to build and extend finance-focused ",2026-08-12T01:57:00.364583Z
1.0,PRODUCT,PyPI AI Package Registry,https://www.pinecone.io,"Pinecone Systems, Inc.",pinecone-client,FREE,Pinecone client (DEPRECATED),2026-08-12T01:56:58.908796Z
1.0,PRODUCT,GitHub AI Directory,https://phantom.inulute.com/,Inulute,Phantom Lens,FREE,"A Cluely / Interview Coder alternative with features we probably shouldn’t talk about, built for winning exams..",2026-08-12T01:56:58.899803Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/weaviate/weaviate-python-client,Weaviate,weaviate-client,FREE,A python native Weaviate client,2026-08-12T01:56:59.194834Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/HAibiiin/json-repair,Haibiiin,Json Repair,FREE,Repair JSON! A Java library for fixing JSON anomalies generated by LLMs.,2026-08-12T01:56:59.326958Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/qdrant-client/,Andrey Vasnetsov,qdrant-client,FREE,Client library for the Qdrant vector search engine,2026-08-12T01:56:58.544527Z
1.0,PRODUCT,GitHub AI Directory,https://docs.ifai.today,Peterfei,Ifai,FREE,若爱 (IfAI) — AI Agent 编排助手 & 代码编辑器 | An AI Agent Orchestrator & Code Editor built with Tauri 2.0,2026-08-12T01:57:00.253766Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/modal/,Modal,modal,FREE,Python client library for Modal,2026-08-12T01:56:58.545529Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/FulAppiOS/Agent-Quest,Fulappios,Agent Quest,FREE,Real-time gamified dashboard for monitoring Claude Code and Codex AI agents in a medieval fantasy setting,2026-08-12T01:56:59.289358Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/chromadb/,Chromadb,chromadb,FREE,Chroma.,2026-08-12T01:56:58.538397Z
1.0,PRODUCT,GitHub AI Directory,https://sketch2app.io,Cameronking4,Sketch2App,FREE,"The ultimate sketch to code app made using GPT4o serving 30k+ users. Choose your desired framework (React, Next, React Native, Flutter) for your app. It will instantly generate code and preview (sandbox) from a simple hand drawn sketch on paper captured from webcam",2026-08-12T01:56:59.516065Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/milvus-io/milvus-lite,Milvus Team,milvus,FREE,Embeded Milvus,2026-08-12T01:56:59.431741Z
1.0,PRODUCT,GitHub AI Directory,https://www.autohand.ai/commander,Autohandai,Commander,FREE,"Commander, your AI coding commander centre for all you ai coding cli agents",2026-08-12T01:57:00.189760Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/marqo/,Marqo Org,marqo,FREE,"AI-native ecommerce search platform with semantic search and personalization for fashion, beauty, electronics, and home goods.",2026-08-12T01:56:58.627935Z
1.0,PRODUCT,GitHub AI Directory,https://codeautopsy-lyart.vercel.app,Sidhant0707,Codeautopsy,FREE,"CodeAutopsy is an AI-powered GitHub repository analyzer that automatically detects architecture patterns, execution flow, tech stack, and key modules using static analysis and dependency graphs.",2026-08-12T01:56:58.819915Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/lancedb/,Lancedb,lancedb,FREE,lancedb,2026-08-12T01:56:58.630935Z
1.0,PRODUCT,GitHub AI Directory,http://www.aichatjump.click,Jason Qweb,Aichat Quickjump,FREE,AI对话快速导航、收藏、跳转插件。目前大部分 AI 对话网站已经内置了类似功能，本项目停止维护,2026-08-12T01:56:59.247124Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/pgvector/,Pgvector,pgvector,FREE,pgvector support for Python,2026-08-12T01:56:58.671414Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/guidance-ai/guidance,Guidance Maintainers,guidance,FREE,A guidance language for controlling large language models.,2026-08-12T01:56:59.589894Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/iniwap/AIForge,Iniwap,Aiforge,FREE,🚀 智能意图自适应执行引擎，只需一句话，让AI帮你搞定想做的事（数据分析与处理、高时效性内容创作、最新信息获取、数据可视化、系统交互、自动化工作流、代码开发等),2026-08-12T01:56:59.595410Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/llama-cpp-python/,Llama Cpp Python,llama-cpp-python,FREE,Python bindings for the llama.cpp library,2026-08-12T01:56:58.694945Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/Crezy-haker/videocutterAI,Crezy Haker,Videocutterai,FREE,AI-powered web tool that automatically finds and generates highlight clips from your videos.,2026-08-12T01:56:59.600409Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/huggingface/optimum,Huggingface Inc. Special Ops Team,optimum,FREE,"Optimum Library is an extension of the Hugging Face Transformers library, providing a framework to integrate third-party libraries from Hardware Partners and interface with their specific functionality.",2026-08-12T01:56:59.489240Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/shunseven/mocxykit,Shunseven,Mocxykit,FREE,"This is an Frontend development service middleware that can be used with webpack and vite. Its main function is to visualize the configuration, manage http(s)-proxy, and mock data.",2026-08-12T01:56:59.913702Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/huggingface/accelerate,The Hugging Face Team,accelerate,FREE,Accelerate,2026-08-12T01:56:59.668617Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/bitsandbytes/,Bitsandbytes,bitsandbytes,FREE,k-bit optimizers and matrix multiplication routines.,2026-08-12T01:56:58.777989Z
1.0,PRODUCT,GitHub AI Directory,https://visionmemorymcp.com,Putervision,Vision Memory Mcp,FREE,"Persistent visual cache for LLM-driven software development. Caches screenshots using perceptual hashing, vector search, and AX trees to prevent token overhead and visual hallucination loops.",2026-08-12T01:57:00.608832Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/huggingface/peft,The Huggingface Team,peft,FREE,Parameter-Efficient Fine-Tuning (PEFT),2026-08-12T01:56:59.505076Z
1.0,PRODUCT,GitHub AI Directory,https://agpt.co,Significant Gravitas,Autogpt,FREE,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",2026-08-12T01:56:58.990732Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/trl/,Trl,trl,FREE,Train transformer language models with reinforcement learning.,2026-08-12T01:56:58.779976Z
1.0,PRODUCT,GitHub AI Directory,https://dify.ai,Langgenius,Dify,FREE,"Build Agentic workflows, RAG pipelines, with rich AI model and tool support on one collaborative workspace. Deploy on cloud, VPC, or self-hosted, so teams move from prototype to production without rebuilding the stack.",2026-08-12T01:56:59.061745Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/sentence-transformers/,Sentence Transformers,sentence-transformers,FREE,"Embeddings, Retrieval, and Reranking",2026-08-12T01:56:58.869161Z
1.0,PRODUCT,PyPI AI Package Registry,https://pypi.org/project/unsloth/,Unsloth Ai Team,unsloth,FREE,"2-5X faster training, reinforcement learning & finetuning",2026-08-12T01:56:58.871160Z
1.0,PRODUCT,GitHub AI Directory,https://aka.ms/ai-agents-beginners,Microsoft,Ai Agents For Beginners,FREE,18 Lessons to Get Started Building AI Agents,2026-08-12T01:57:00.626838Z
1.0,PRODUCT,PyPI AI Package Registry,https://github.com/Dao-AILab/flash-attention,Tri Dao,flash-attn,FREE,Flash Attention: Fast and Memory-Efficient Exact Attention,2026-08-12T01:56:59.923698Z
1.0,PRODUCT,GitHub AI Directory,https://Cognitum.One,Ruvnet,Ruflo,FREE,"🌊 The original agent meta-harness. Deploy intelligent multi-player swarms, coordinate autonomous workflows, and build conversational AI systems. Features adaptive memory, self-learning intelligence, RAG integration, and native Claude Code / Codex / Hermes and many more Integrated",2026-08-12T01:56:59.583171Z
1.0,PRODUCT,GitHub AI Directory,https://anythingllm.com,Mintplex Labs,Anything Llm,FREE,Stop renting your intelligence. Own it with AnythingLLM. Everything you need for a powerful local-first agent experience ,2026-08-12T01:57:00.970822Z
1.0,PRODUCT,GitHub AI Directory,https://www.openmontage.video/,Calesthio,Openmontage,FREE,"World's first open-source, agentic video production system. 12 production pipelines, 100+ tools, 700+ agent skill and production-knowledge files. Turn your AI coding assistant into a full video production studio.",2026-08-12T01:56:59.179625Z
1.0,PRODUCT,GitHub AI Directory,https://b3log.org/siyuan,Siyuan Note,Siyuan,FREE,"An open-source, privacy-first, self-hosted knowledge workspace where humans and AI agents work together 开源、隐私优先、自托管的知识工作空间，让人与智能体在此协作",2026-08-12T01:57:00.131467Z
1.0,PRODUCT,GitHub AI Directory,https://sethhobson.com,Wshobson,Agents,FREE,"Multi-harness agentic plugin marketplace for Claude Code, Codex CLI, Cursor, OpenCode, GitHub Copilot, and Gemini CLI",2026-08-12T01:56:59.278328Z
1.0,PRODUCT,GitHub AI Directory,https://docs.copilotkit.ai,Copilotkit,Copilotkit,FREE,"The Frontend Stack for Agents & Generative UI. React, Angular, Mobile, Slack, and more.  Makers of the AG-UI Protocol",2026-08-12T01:56:59.554062Z
1.0,PRODUCT,GitHub AI Directory,https://pageindex.ai,Vectifyai,Pageindex,FREE,"📑 PageIndex: Document Index for Vectorless, Reasoning-based RAG",2026-08-12T01:56:59.119332Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/huggingface/agents-course,Hugging Face,Agents Course,FREE,This repository contains the Hugging Face Agents Course. ,2026-08-12T01:56:59.670576Z
1.0,PRODUCT,GitHub AI Directory,https://docs.composio.dev,Composiohq,Composio,FREE,"Composio powers 1000+ toolkits, tool search, context management, authentication, and a sandboxed workbench to help you build AI agents that turn intent into action.",2026-08-12T01:56:59.482232Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/charmbracelet/crush,Charmbracelet,Crush,FREE,Glamourous agentic coding for all 💘,2026-08-12T01:57:00.000595Z
1.0,PRODUCT,GitHub AI Directory,http://agenticseek.tech,Fosowl,Agenticseek,FREE,"Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity.",2026-08-12T01:56:59.943711Z
1.0,PRODUCT,GitHub AI Directory,https://haystack.deepset.ai,Deepset Ai,Haystack,FREE,"Open-source AI orchestration framework for building context-engineered, production-ready LLM applications. Design modular pipelines and agent workflows with explicit control over retrieval, routing, memory, and generation. Built for scalable agents, RAG, multimodal applications, semantic search, and conversational systems.",2026-08-12T01:56:59.337057Z
1.0,PRODUCT,GitHub AI Directory,https://diamant-ai.com,Nirdiamant,Genai Agents,FREE,"50+ tutorials and implementations for Generative AI Agent techniques, from basic conversational bots to complex multi-agent systems.",2026-08-12T01:56:59.639804Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/google/adk-python,Google,Adk Python,FREE,"An open-source, code-first Python toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.",2026-08-12T01:56:59.992499Z
1.0,PRODUCT,GitHub AI Directory,https://hindsight.vectorize.io/,Vectorize Io,Hindsight,FREE,Hindsight: Agent Memory That  Learns,2026-08-12T01:56:59.543063Z
1.0,PRODUCT,GitHub AI Directory,https://keploy.io,Keploy,Keploy,FREE,"Open-source platform for creating safe, isolated production sandboxes for API, integration, and E2E testing.",2026-08-12T01:56:59.440738Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/microsoft/agent-lightning,Microsoft,Agent Lightning,FREE,The absolute trainer to light up AI agents.,2026-08-12T01:57:00.023928Z
1.0,PRODUCT,GitHub AI Directory,https://www.eigent.ai,Eigent Ai,Eigent,FREE,Eigent: The Open Source Cowork Desktop - Local and Free Alternative to Claude Cowork and Codex,2026-08-12T01:57:00.224305Z
1.0,PRODUCT,GitHub AI Directory,https://docs.nvidia.com/skills/scanning-agent-skills,Nvidia,Skillspector,FREE,"Security scanner for AI agent skills. Detect vulnerabilities, malicious patterns, security risks, prompt injection, data exfiltration, and supply-chain risks in Claude Code, Codex, and MCP skills before you install them.",2026-08-12T01:57:00.288880Z
1.0,PRODUCT,GitHub AI Directory,https://casdoor.ai,Casdoor,Casdoor,FREE,"An open-source Agent-first Identity and Access Management (IAM) /LLM MCP & agent gateway and auth server with web UI supporting OpenClaw, MCP, OAuth, OIDC, SAML, CAS, LDAP, SCIM, WebAuthn, TOTP, MFA, Face ID, Google Workspace, Azure AD",2026-08-12T01:56:59.608410Z
1.0,PRODUCT,GitHub AI Directory,https://aka.ms/agent-framework,Microsoft,Agent Framework,FREE,"A framework for building, orchestrating and deploying AI agents and multi-agent workflows with support for Python and .NET.",2026-08-12T01:57:00.073930Z
1.0,PRODUCT,GitHub AI Directory,https://evermind.ai/everos,Evermind Ai,Everos,FREE,"One portable memory layer for every AI agent: local-first, Markdown-native, user-owned, and self-evolving across apps, tools, and workflows.",2026-08-12T01:56:59.520064Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/walkinglabs/learn-harness-engineering,Walkinglabs,Learn Harness Engineering,FREE,"Harness engineering beginner tutorial, from 0 to 1",2026-08-12T01:57:00.228300Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/The-Pocket/PocketFlow,The Pocket,Pocketflow,FREE,Pocket Flow: 100-line LLM framework. Let Agents build Agents!,2026-08-12T01:57:00.240405Z
1.0,PRODUCT,GitHub AI Directory,https://www.bytebot.ai/,Bytebot Ai,Bytebot,FREE,"Bytebot is a self-hosted AI desktop agent that automates computer tasks through natural language commands, operating within a containerized Linux desktop environment.",2026-08-12T01:56:59.519090Z
1.0,PRODUCT,GitHub AI Directory,https://valuecell.ai,Valuecell Ai,Valuecell,FREE,"ValueCell is a community-driven, multi-agent platform for financial applications.",2026-08-12T01:57:00.145604Z
1.0,PRODUCT,GitHub AI Directory,https://kedro.org,Kedro Org,Kedro,FREE,"Kedro is a toolbox for production-ready data science. It uses software engineering best practices to help you create data engineering and data science pipelines that are reproducible, maintainable, and modular.",2026-08-12T01:56:59.555062Z
1.0,PRODUCT,GitHub AI Directory,https://memos.openmem.net,Memtensor,Memos,FREE,"Self-evolving memory OS for LLM & AI Agents: ultra-persistent memory, hybrid-retrieval, and cross-task skill reuse, with 35.24% token savings",2026-08-12T01:57:00.336290Z
1.0,PRODUCT,GitHub AI Directory,https://art.openpipe.ai,Openpipe,Art,FREE,"Agent Reinforcement Trainer: train multi-step agents for real-world tasks using GRPO. Give your agents on-the-job training. Reinforcement learning for Qwen3.6, GPT-OSS, Llama, and more!",2026-08-12T01:57:00.437302Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/cobusgreyling/loop-engineering,Cobusgreyling,Loop Engineering,FREE,"Practical patterns, starters & CLI tools for loop engineering with AI coding agents. Design systems that prompt and orchestrate agents (inspired by Addy Osmani and Boris Cherny). Includes loop-audit, loop-init, loop-cost.",2026-08-12T01:57:00.593619Z
1.0,PRODUCT,GitHub AI Directory,https://pyod.dev/,Yzhao062,Pyod,FREE,"A Python library for anomaly detection across tabular, time series, graph, text, image, and audio data. 60+ detectors, benchmark-backed ADEngine orchestration, and an agentic workflow for AI agents.",2026-08-12T01:56:59.824989Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/ykdojo/claude-code-tips,Ykdojo,Claude Code Tips,FREE,"40+ tips for getting the most out of Claude Code, from basics to advanced - includes a custom status line script and Claude Code running itself in a container. Also includes the dx plugin: skills for everyday dev workflows.",2026-08-12T01:57:00.179748Z
1.0,PRODUCT,GitHub AI Directory,http://astron.ai/,Iflytek,Astron Agent,FREE,"Enterprise-grade, commercial-friendly agentic workflow platform for building next-generation SuperAgents.",2026-08-12T01:56:59.725702Z
